first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
Tom,Kennedy,WR,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,3000,25,1.5,2.1,7.6,0.3,0.09,,,Tom Kennedy
Ben,Skowronek,WR,Q,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,3000,31,1.5,2.4,2.8,0.3,0.12,,,Ben Skowronek
Shedrick,Jackson,WR,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,3000,3,2.4,2.4,9.5,0.3,0.11,,,Shedrick Jackson
Jalin,Hyatt,WR,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,3000,2,1.7,1.0,1.7,0.3,0.11,,,Jalin Hyatt
Tai,Felton,WR,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,3000,29,2.0,2.0,2.0,0.3,0.11,,,Tai Felton
Patrick,Ricard,RB,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,4000,6,0.5,0.3,0.2,0.2,0.06,,,Patrick Ricard
Jonathan,Ward,RB,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,4000,6,0.4,0.3,,0.2,0.06,,,Jonathan Ward
Jack,Westover,RB,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,4000,20,0.0,0.0,0.0,0.2,0.05,,,Jack Westover
Reggie,Gilliam,RB,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,4000,14,0.3,0.2,1.2,0.2,0.04,,,Reggie Gilliam
Raheim,Sanders,RB,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4000,29,6.3,6.3,6.3,0.2,0.06,,,Raheim Sanders
Scotty,Miller,WR,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,3000,31,0.4,0.9,1.0,0.2,0.05,,,Scotty Miller
Eric,Gray,RB,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,4000,15,0.6,0.7,,0.2,0.05,,,Eric Gray
Mason,Kinsey,WR,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,3000,14,1.2,0.8,2.4,0.2,0.07,,,Mason Kinsey
KhaDarel,Hodge,WR,Q,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,3000,16,2.3,1.6,2.0,0.1,0.05,,,KhaDarel Hodge
Dylan,Drummond,WR,,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,3000,16,2.8,2.8,3.7,0.1,0.04,,,Dylan Drummond
Julius,Chestnut,RB,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,4000,5,0.7,0.7,0.7,0.1,0.03,,,Julius Chestnut
Josh,Williams,RB,O,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,4000,24,1.1,1.1,1.1,0.0,0.0,,,Josh Williams
Jonathon,Brooks,RB,O,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,4000,25,2.5,2.5,,0.0,0.0,,,Jonathon Brooks
Deshaun,Watson,QB,O,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4000,5,10.5,11.6,,0.0,0.0,,,Deshaun Watson
Joe,Mixon,RB,O,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,4600,23,11.3,15.7,,0.0,0.0,,,Joe Mixon
Tank,Dell,WR,O,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,3000,26,10.2,11.3,,0.0,0.0,,,Tank Dell
Erick,All Jr.,TE,O,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,2500,30,3.1,4.0,,0.0,0.0,,,Erick All Jr.
A.J.,Henning,WR,O,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,3000,4,,,,0.0,0.0,,,A.J. Henning
Irvin,Charles,WR,O,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,3000,9,0.0,0.0,,0.0,0.0,,,Irvin Charles
Gavin,Bartholomew,TE,O,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,2500,8,,,,0.0,0.0,,,Gavin Bartholomew
