PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Kendrick Bourne,WR,NE,IND,125,42.5,2.5,20,3500,6.91,2,0,0.1,4.2,4.3,1.2
Juwan Johnson,TE,NO,LAR,127,49,2.5,23.25,3100,6.08,2,0,0,3.3,3.3,1.1
Marquez Valdes-Scantling,WR,NO,LAR,127,49,2.5,23.25,4500,9.01,2,0,0.3,5.4,5.7,1.3
Cincinnati Bengals,D,CIN,PIT,-156,47.5,-3,25.25,2800,5.72,2,0,0,0,0,0
Ray-Ray McCloud,WR,ATL,LAC,104,47.5,1.5,23,4300,8.38,2,0,0.8,4.7,5.5,1.3
Cooper Kupp,WR,LAR,NO,-152,49,-2.5,25.75,7400,14.79,2,0,0.3,8.1,8.4,1.1
Brian Thomas,WR,JAX,HOU,169,43.5,4.5,19.5,5500,11.09,2,0,0.1,6.8,6.9,1.3
Davante Adams,WR,NYJ,SEA,100,42.5,2,20.25,7000,13.21,1.9,0,0.1,7.3,7.4,1.1
Austin Hooper,TE,NE,IND,125,42.5,2.5,20,3200,6.08,1.9,0,0,3.7,3.7,1.2
Minnesota Vikings,D,MIN,ARI,-182,45,-3.5,24.25,3300,6.26,1.9,0,0,0,0,0
James Cook,RB,BUF,SF,-328,44.5,-7,25.75,7100,13.68,1.9,0,14.5,2.5,17,2.4
Deebo Samuel,WR,SF,BUF,255,44.5,7,18.75,6200,11.45,1.9,0,2.1,5.3,7.4,1.2
Olamide Zaccheaus,WR,WAS,TEN,-267,44.5,-6,25.25,3300,6.1,1.9,0,0.2,3.3,3.5,1.1
Baltimore Ravens,D,BAL,PHI,-157,51.5,-3,27.25,2900,5.58,1.9,0,0,0,0,0
Rashod Bateman,WR,BAL,PHI,-157,51.5,-3,27.25,4400,8.4,1.9,0,0.1,4.5,4.6,1
Jermaine Burton,WR,CIN,PIT,-156,47.5,-3,25.25,3100,5.76,1.9,0,0.1,3.3,3.4,1.1
Keon Coleman,WR,BUF,SF,-328,44.5,-7,25.75,5000,9.41,1.9,0,0.1,5.1,5.2,1
Demarcus Robinson,WR,LAR,NO,-152,49,-2.5,25.75,4000,7.38,1.9,0,0.1,4.1,4.2,1
Pittsburgh Steelers,D,PIT,CIN,131,47.5,3,22.25,3000,5.67,1.9,0,0,0,0,0
Jalen Coker,WR,CAR,TB,207,46.5,6,20.25,3700,7.09,1.9,0,0,4.7,4.7,1.3
Xavier Legette,WR,CAR,TB,207,46.5,6,20.25,5100,9.51,1.9,0,0.2,6.1,6.3,1.2
Najee Harris,RB,PIT,CIN,131,47.5,3,22.25,6000,11.3,1.9,0,13.9,2.3,16.2,2.7
Quentin Johnston,WR,LAC,ATL,-124,47.5,-1.5,24.5,5000,9.36,1.9,0,0.1,5.5,5.6,1.1
Tyjae Spears,RB,TEN,WAS,216,44.5,6,19.25,4400,8.54,1.9,0,6.9,3.1,10,2.3
San Francisco 49ers,D,SF,BUF,255,44.5,7,18.75,2700,5.15,1.9,0,0,0,0,0
David Njoku,TE,CLE,DEN,198,41.5,5.5,18,5400,10.32,1.9,0,0,6.3,6.3,1.2
Josh Oliver,TE,MIN,ARI,-182,45,-3.5,24.25,2800,5.14,1.8,0,0,2.8,2.8,1
Xavier Worthy,WR,KC,LV,-746,42.5,-13,27.75,4900,9.02,1.8,0,0.1,4.5,4.6,0.9
Jerry Jeudy,WR,CLE,DEN,198,41.5,5.5,18,5900,10.84,1.8,0,0.1,7.1,7.2,1.2
Taysom Hill,TE,NO,LAR,127,49,2.5,23.25,5000,8.87,1.8,0.8,6.1,2.5,8.6,1.9
Los Angeles Chargers,D,LAC,ATL,-124,47.5,-1.5,24.5,3100,5.56,1.8,0,0,0,0,0
Elijah Moore,WR,CLE,DEN,198,41.5,5.5,18,4800,8.4,1.8,0,0.3,5.8,6.1,1.3
Kimani Vidal,RB,LAC,ATL,-124,47.5,-1.5,24.5,4000,7.35,1.8,0,4.5,2.7,7.2,1.8
Nick Westbrook-Ikhine,WR,TEN,WAS,216,44.5,6,19.25,4300,7.55,1.8,0,0.2,4.4,4.6,1.1
Austin Ekeler,RB,WAS,TEN,-267,44.5,-6,25.25,5600,9.82,1.8,0,6.1,3.7,9.8,1.8
Adonai Mitchell,WR,IND,NE,-149,42.5,-2.5,22.5,3900,6.73,1.7,0,0.1,4.1,4.2,1.1
Curtis Samuel,WR,BUF,SF,-328,44.5,-7,25.75,3800,6.28,1.7,0,0.6,3.1,3.7,1
Lil'Jordan Humphrey,WR,DEN,CLE,-243,41.5,-5.5,23.5,3200,5.54,1.7,0,0,3.5,3.5,1.1
Tampa Bay Buccaneers,D,TB,CAR,-261,46.5,-6,26.25,3600,6.28,1.7,0,0,0,0,0
Nick Chubb,RB,CLE,DEN,198,41.5,5.5,18,6400,10.66,1.7,0,14.4,1.4,15.8,2.5
Isaiah Likely,TE,BAL,PHI,-157,51.5,-3,27.25,3700,6.31,1.7,0,0,3.3,3.3,0.9
Gus Edwards,RB,LAC,ATL,-124,47.5,-1.5,24.5,4300,7.47,1.7,0,10.4,0.4,10.8,2.5
Tony Pollard,RB,TEN,WAS,216,44.5,6,19.25,6300,10.96,1.7,0,13.6,2.7,16.3,2.6
Chigoziem Okonkwo,TE,TEN,WAS,216,44.5,6,19.25,3100,5.23,1.7,0,0.1,3.1,3.2,1
Pat Freiermuth,TE,PIT,CIN,131,47.5,3,22.25,3500,5.85,1.7,0,0,3.6,3.6,1
Tanner Hudson,TE,CIN,PIT,-156,47.5,-3,25.25,2700,4.7,1.7,0,0,2.5,2.5,0.9
Darnell Washington,TE,PIT,CIN,131,47.5,3,22.25,2900,5,1.7,0,0,2.9,2.9,1
Andrei Iosivas,WR,CIN,PIT,-156,47.5,-3,25.25,3600,5.61,1.6,0,0.1,3.1,3.2,0.9
Michael Wilson,WR,ARI,MIN,150,45,3.5,20.75,4200,6.68,1.6,0,0,4.1,4.1,1
Tyler Lockett,WR,SEA,NYJ,-126,42.5,-2,22.25,4500,7.12,1.6,0,0,4.1,4.1,0.9
Mecole Hardman,WR,KC,LV,-746,42.5,-13,27.75,3100,4.79,1.6,0,0.5,2.3,2.8,0.9
DJ Turner,WR,LV,KC,523,42.5,13,14.75,3500,5.73,1.6,0,0.7,3.5,4.2,1.2
Travis Etienne,RB,JAX,HOU,169,43.5,4.5,19.5,5700,9.2,1.6,0,7.1,3.8,10.9,1.9
Tank Bigsby,RB,JAX,HOU,169,43.5,4.5,19.5,5200,8.08,1.6,0,9.5,1.4,10.9,2.1
Alec Pierce,WR,IND,NE,-149,42.5,-2.5,22.5,4900,8,1.6,0,0.1,4.5,4.6,0.9
Jordan Akins,TE,CLE,DEN,198,41.5,5.5,18,2800,4.57,1.6,0,0,3.1,3.1,1.1
Tre Tucker,WR,LV,KC,523,42.5,13,14.75,4500,6.54,1.5,0,0.5,4.1,4.6,1
Joshua Palmer,WR,LAC,ATL,-124,47.5,-1.5,24.5,4300,6.27,1.5,0,0,3.6,3.6,0.8
Jerome Ford,RB,CLE,DEN,198,41.5,5.5,18,4400,6.56,1.5,0,5,2.8,7.8,1.8
Jalen McMillan,WR,TB,CAR,-261,46.5,-6,26.25,3700,5.52,1.5,0,0.2,3.1,3.3,0.9
Marvin Mims,WR,DEN,CLE,-243,41.5,-5.5,23.5,3700,5.45,1.5,0,0.2,3.2,3.4,0.9
Troy Franklin,WR,DEN,CLE,-243,41.5,-5.5,23.5,3400,4.92,1.5,0,0.1,3.1,3.2,0.9
Zach Charbonnet,RB,SEA,NYJ,-126,42.5,-2,22.25,4400,6.06,1.4,0,4.1,2.6,6.7,1.5
Alexander Mattison,RB,LV,KC,523,42.5,13,14.75,5100,7.23,1.4,0,6.7,3.2,9.9,1.9
Parker Washington,WR,JAX,HOU,169,43.5,4.5,19.5,3900,5.48,1.4,0,0.2,3.4,3.6,0.9
Tyler Allgeier,RB,ATL,LAC,104,47.5,1.5,23,5000,7.18,1.4,0,8.6,1.3,9.9,2
Jalen Nailor,WR,MIN,ARI,-182,45,-3.5,24.25,3500,4.9,1.4,0,0,3,3,0.9
Tommy Tremble,TE,CAR,TB,207,46.5,6,20.25,2800,3.89,1.4,0,0,2.4,2.4,0.9
Justice Hill,RB,BAL,PHI,-157,51.5,-3,27.25,4800,6.44,1.3,0,2.4,3.1,5.5,1.1
Mike Gesicki,TE,CIN,PIT,-156,47.5,-3,25.25,4100,5.2,1.3,0,0,3,3,0.7
Robert Woods,WR,HOU,JAX,-207,43.5,-4.5,24,3100,3.97,1.3,0,0.1,2.5,2.6,0.8
Xavier Gipson,WR,NYJ,SEA,100,42.5,2,20.25,3000,3.76,1.3,0,0.3,1.9,2.2,0.7
Foster Moreau,TE,NO,LAR,127,49,2.5,23.25,3000,3.79,1.3,0,0,2.1,2.1,0.7
Diontae Johnson,WR,BAL,PHI,-157,51.5,-3,27.25,4200,5.23,1.3,0,0,3.1,3.1,0.7
Kareem Hunt,RB,KC,LV,-746,42.5,-13,27.75,6000,6.9,1.2,0,6.4,1.4,7.8,1.3
Malachi Corley,WR,NYJ,SEA,100,42.5,2,20.25,3000,3.6,1.2,0,0.1,1.9,2,0.7
Ricky Pearsall,WR,SF,BUF,255,44.5,7,18.75,4700,5.4,1.2,0,0.1,3.1,3.2,0.7
Adam Trautman,TE,DEN,CLE,-243,41.5,-5.5,23.5,2600,3.15,1.2,0,0,1.8,1.8,0.7
Cade Stover,TE,HOU,JAX,-207,43.5,-4.5,24,2500,2.91,1.2,0,0,1.8,1.8,0.7
Van Jefferson,WR,PIT,CIN,131,47.5,3,22.25,3200,3.81,1.2,0,0.1,2.2,2.3,0.7
Elijah Higgins,TE,ARI,MIN,150,45,3.5,20.75,2500,2.95,1.2,0,0,1.7,1.7,0.7
Mack Hollins,WR,BUF,SF,-328,44.5,-7,25.75,3600,4.34,1.2,0,0,2.5,2.5,0.7
JuJu Smith-Schuster,WR,KC,LV,-746,42.5,-13,27.75,4100,4.75,1.2,0,0.2,2.5,2.7,0.6
Cam Akers,RB,MIN,ARI,-182,45,-3.5,24.25,4500,5.2,1.2,0,5.5,1.3,6.8,1.5
Ty Johnson,RB,BUF,SF,-328,44.5,-7,25.75,4100,4.63,1.1,0,1.3,2.1,3.4,0.8
Samaje Perine,RB,KC,LV,-746,42.5,-13,27.75,4000,4.38,1.1,0,1.3,2.1,3.4,0.9
Cedrick Wilson,WR,NO,LAR,127,49,2.5,23.25,4200,4.68,1.1,0,0.1,2.7,2.8,0.7
Brenton Strange,TE,JAX,HOU,169,43.5,4.5,19.5,2500,2.82,1.1,0,0,1.7,1.7,0.7
Nelson Agholor,WR,BAL,PHI,-157,51.5,-3,27.25,3200,3.58,1.1,0,0.1,1.8,1.9,0.6
Ray Davis,RB,BUF,SF,-328,44.5,-7,25.75,4900,5.13,1.1,0,5.1,1.2,6.3,1.3
Dyami Brown,WR,WAS,TEN,-267,44.5,-6,25.25,3100,3.48,1.1,0,0.1,1.9,2,0.6
Kevin Austin,WR,NO,LAR,127,49,2.5,23.25,3200,3.65,1.1,0,0,3.1,3.1,1
John Metchie,WR,HOU,JAX,-207,43.5,-4.5,24,4100,4.07,1,0,0.1,2.4,2.5,0.6
Ja'Lynn Polk,WR,NE,IND,125,42.5,2.5,20,3200,3.16,1,0,0,2.1,2.1,0.7
Trey Benson,RB,ARI,MIN,150,45,3.5,20.75,4300,4.49,1,0,5.6,0.8,6.4,1.5
Jaleel McLaughlin,RB,DEN,CLE,-243,41.5,-5.5,23.5,4300,4.28,1,0,3.4,1.6,5,1.2
Xavier Hutchinson,WR,HOU,JAX,-207,43.5,-4.5,24,3000,2.99,1,0,0.2,1.6,1.8,0.6
Jeremy Ruckert,TE,NYJ,SEA,100,42.5,2,20.25,2600,2.63,1,0,0,1.6,1.6,0.6
Audric Estime,RB,DEN,CLE,-243,41.5,-5.5,23.5,4500,4.48,1,0,5.5,0.8,6.3,1.4
Mo Alie-Cox,TE,IND,NE,-149,42.5,-2.5,22.5,2500,2.47,1,0,0,1.4,1.4,0.6
Tyler Johnson,WR,LAR,NO,-152,49,-2.5,25.75,3000,2.94,1,0,0,1.7,1.7,0.6
Rakim Jarrett,WR,TB,CAR,-261,46.5,-6,26.25,3000,2.93,1,0,0.2,1.6,1.8,0.6
Josh Whyle,TE,TEN,WAS,216,44.5,6,19.25,2500,2.37,0.9,0,0,1.4,1.4,0.6
Michael Mayer,TE,LV,KC,523,42.5,13,14.75,2700,2.33,0.9,0,0,1.6,1.6,0.6
Jonathon Brooks,RB,CAR,TB,207,46.5,6,20.25,4700,4.26,0.9,0,4.4,1.1,5.5,1.2
Dawson Knox,TE,BUF,SF,-328,44.5,-7,25.75,3500,3.33,0.9,0,0,1.8,1.8,0.5
Luke McCaffrey,WR,WAS,TEN,-267,44.5,-6,25.25,3200,2.93,0.9,0,0.1,1.6,1.7,0.5
Justin Watson,WR,KC,LV,-746,42.5,-13,27.75,3300,3.04,0.9,0,0,1.6,1.6,0.5
Zamir White,RB,LV,KC,523,42.5,13,14.75,4200,3.56,0.9,0,3.2,1.5,4.7,1.1
Colby Parkinson,TE,LAR,NO,-152,49,-2.5,25.75,2900,2.68,0.9,0,0,1.4,1.4,0.5
Jahan Dotson,WR,PHI,BAL,130,51.5,3,24.25,3800,3.62,0.9,0,0,2.1,2.1,0.6
Kenneth Gainwell,RB,PHI,BAL,130,51.5,3,24.25,5100,4.69,0.9,0,5.1,1.1,6.2,1.2
Braelon Allen,RB,NYJ,SEA,100,42.5,2,20.25,5000,4.67,0.9,0,5.1,0.9,6,1.2
AJ Barner,TE,SEA,NYJ,-126,42.5,-2,22.25,3000,2.38,0.8,0,0,1.5,1.5,0.5
Johnny Wilson,WR,PHI,BAL,130,51.5,3,24.25,3000,2.31,0.8,0,0.1,1.4,1.5,0.5
Johnny Mundt,TE,MIN,ARI,-182,45,-3.5,24.25,2500,1.95,0.8,0,0,1.1,1.1,0.4
Antonio Gibson,RB,NE,IND,125,42.5,2.5,20,4900,4,0.8,0,2.9,1.7,4.6,0.9
Dare Ogunbowale,RB,HOU,JAX,-207,43.5,-4.5,24,4100,3.19,0.8,0,0.6,2.1,2.7,0.7
Drew Sample,TE,CIN,PIT,-156,47.5,-3,25.25,2600,2.12,0.8,0,0,1.2,1.2,0.5
Jake Bobo,WR,SEA,NYJ,-126,42.5,-2,22.25,3000,2.45,0.8,0,0,1.4,1.4,0.5
Ashton Dulin,WR,IND,NE,-149,42.5,-2.5,22.5,3000,2.38,0.8,0,0.1,1.3,1.4,0.5
Greg Dortch,WR,ARI,MIN,150,45,3.5,20.75,3400,2.47,0.7,0,0.1,1.5,1.6,0.5
Tutu Atwell,WR,LAR,NO,-152,49,-2.5,25.75,3600,2.36,0.7,0,0.1,1.3,1.4,0.4
D'Ernest Johnson,RB,JAX,HOU,169,43.5,4.5,19.5,4000,2.74,0.7,0,2.4,1.4,3.8,1
Khalil Herbert,RB,CIN,PIT,-156,47.5,-3,25.25,4000,2.69,0.7,0,2.1,0.6,2.7,0.7
Kylen Granson,TE,IND,NE,-149,42.5,-2.5,22.5,2500,1.72,0.7,0,0,1,1,0.4
Emari Demercado,RB,ARI,MIN,150,45,3.5,20.75,4000,2.76,0.7,0,2.4,0.9,3.3,0.8
Mike Williams,WR,PIT,CIN,131,47.5,3,22.25,4000,2.91,0.7,0,0,1.5,1.5,0.4
Nick Vannett,TE,TEN,WAS,216,44.5,6,19.25,2500,1.76,0.7,0,0,1.2,1.2,0.5
Tyler Boyd,WR,TEN,WAS,216,44.5,6,19.25,3800,2.66,0.7,0,0.1,1.8,1.9,0.5
Lucas Krull,TE,DEN,CLE,-243,41.5,-5.5,23.5,2500,1.81,0.7,0,0,1.1,1.1,0.4
Jalen Reagor,WR,LAC,ATL,-124,47.5,-1.5,24.5,3000,2.15,0.7,0,0.1,1.2,1.3,0.4
Blake Corum,RB,LAR,NO,-152,49,-2.5,25.75,4200,2.88,0.7,0,3.1,0.5,3.6,0.9
Tim Jones,WR,JAX,HOU,169,43.5,4.5,19.5,3400,2,0.6,0,0.1,1.1,1.2,0.3
Mason Tipton,WR,NO,LAR,127,49,2.5,23.25,4100,2.52,0.6,0,0,1.5,1.5,0.4
Jordan Mims,RB,NO,LAR,127,49,2.5,23.25,4000,2.21,0.6,0,2.1,0.7,2.8,0.7
Derius Davis,WR,LAC,ATL,-124,47.5,-1.5,24.5,3000,1.9,0.6,0,0.2,0.8,1,0.3
Jamaal Williams,RB,NO,LAR,127,49,2.5,23.25,4200,2.67,0.6,0,3,0.7,3.7,0.9
David Moore,WR,CAR,TB,207,46.5,6,20.25,3500,1.91,0.6,0,0.1,1.1,1.2,0.3
Cordarrelle Patterson,RB,PIT,CIN,131,47.5,3,22.25,4000,2.61,0.6,0,2.2,0.7,2.9,0.7
Luke Farrell,TE,JAX,HOU,169,43.5,4.5,19.5,2500,1.39,0.6,0,0,0.8,0.8,0.3
Jordan Whittington,WR,LAR,NO,-152,49,-2.5,25.75,3300,2,0.6,0,0,1.1,1.1,0.3
Zay Jones,WR,ARI,MIN,150,45,3.5,20.75,3000,1.76,0.6,0,0,1.1,1.1,0.4
Trent Sherfield,WR,MIN,ARI,-182,45,-3.5,24.25,3000,1.76,0.6,0,0,1,1,0.3
Brandon Powell,WR,MIN,ARI,-182,45,-3.5,24.25,3000,1.74,0.6,0,0.2,1,1.2,0.4
Keaton Mitchell,RB,BAL,PHI,-157,51.5,-3,27.25,4800,2.87,0.6,0,2.7,0.8,3.5,0.7
Ben Sinnott,TE,WAS,TEN,-267,44.5,-6,25.25,2500,1.14,0.5,0,0,0.6,0.6,0.2
Deven Thompkins,WR,CAR,TB,207,46.5,6,20.25,3000,1.43,0.5,0,0.2,0.8,1,0.3
MyCole Pruitt,TE,PIT,CIN,131,47.5,3,22.25,2500,1.31,0.5,0,0,0.8,0.8,0.3
Sean Tucker,RB,TB,CAR,-261,46.5,-6,26.25,4500,2.08,0.5,0,2.7,0.2,2.9,0.6
Payne Durham,TE,TB,CAR,-261,46.5,-6,26.25,2500,1.14,0.5,0,0,0.6,0.6,0.2
Pharaoh Brown,TE,SEA,NYJ,-126,42.5,-2,22.25,2500,1.16,0.5,0,0,0.6,0.6,0.2
Grant Calcaterra,TE,PHI,BAL,130,51.5,3,24.25,2600,1.27,0.5,0,0,0.8,0.8,0.3
Chris Conley,WR,SF,BUF,255,44.5,7,18.75,3000,1.61,0.5,0,0.1,0.9,1,0.3
Zach Pascal,WR,ARI,MIN,150,45,3.5,20.75,3000,1.58,0.5,0,0.1,0.9,1,0.3
Ainias Smith,WR,PHI,BAL,130,51.5,3,24.25,3000,1.53,0.5,0,0,0.9,0.9,0.3
Kyle Juszczyk,RB,SF,BUF,255,44.5,7,18.75,4000,1.89,0.5,0,0.3,1.1,1.4,0.4
Hassan Haskins,RB,LAC,ATL,-124,47.5,-1.5,24.5,4000,2.04,0.5,0,2.5,0.3,2.8,0.7
Drew Ogletree,TE,IND,NE,-149,42.5,-2.5,22.5,2500,0.9,0.4,0,0,0.5,0.5,0.2
Carson Steele,RB,KC,LV,-746,42.5,-13,27.75,4000,1.74,0.4,0,1.6,0.4,2,0.5
John Bates,TE,WAS,TEN,-267,44.5,-6,25.25,2500,1.07,0.4,0,0,0.7,0.7,0.3
JaMycal Hasty,RB,NE,IND,125,42.5,2.5,20,4000,1.62,0.4,0,1.5,0.6,2.1,0.5
Will Mallory,TE,IND,NE,-149,42.5,-2.5,22.5,2500,1.08,0.4,0,0,0.6,0.6,0.2
Trey Sermon,RB,IND,NE,-149,42.5,-2.5,22.5,4000,1.54,0.4,0,1.6,0.5,2.1,0.5
Dameon Pierce,RB,HOU,JAX,-207,43.5,-4.5,24,4600,1.78,0.4,0,1.4,0.8,2.2,0.5
Jordan Mason,RB,SF,BUF,255,44.5,7,18.75,4500,1.86,0.4,0,1.5,0.5,2,0.4
Charlie Woerner,TE,ATL,LAC,104,47.5,1.5,23,2500,0.89,0.4,0,0,0.5,0.5,0.2
Harrison Bryant,TE,LV,KC,523,42.5,13,14.75,2500,0.92,0.4,0,0,0.6,0.6,0.2
Stone Smartt,TE,LAC,ATL,-124,47.5,-1.5,24.5,2500,0.76,0.3,0,0,0.4,0.4,0.2
Tyler Goodson,RB,IND,NE,-149,42.5,-2.5,22.5,4000,1.04,0.3,0,0.4,0.5,0.9,0.2
Hunter Long,TE,LAR,NO,-152,49,-2.5,25.75,2500,0.74,0.3,0,0,0.6,0.6,0.2
Isaac Guerendo,RB,SF,BUF,255,44.5,7,18.75,4000,1.06,0.3,0,1.1,0.3,1.4,0.4
Ameer Abdullah,RB,LV,KC,523,42.5,13,14.75,4800,1.49,0.3,0,1,1,2,0.4
Connor Heyward,TE,PIT,CIN,131,47.5,3,22.25,2500,0.7,0.3,0,0,0.5,0.5,0.2
Justin Fields,QB,PIT,CIN,131,47.5,3,22.25,5200,1.35,0.3,0.8,1.3,0,1.3,0.4
Jacob Cowing,WR,SF,BUF,255,44.5,7,18.75,3000,0.82,0.3,0,0,0.5,0.5,0.2
Laviska Shenault,WR,SEA,NYJ,-126,42.5,-2,22.25,3000,1.03,0.3,0,0.6,0.6,1.2,0.4
Jaheim Bell,TE,NE,IND,125,42.5,2.5,20,2500,0.63,0.3,0,0,0.4,0.4,0.2
Trenton Irwin,WR,CIN,PIT,-156,47.5,-3,25.25,3000,0.76,0.3,0,0,0.4,0.4,0.1
Devin Duvernay,WR,JAX,HOU,169,43.5,4.5,19.5,3000,0.8,0.3,0,0.2,0.5,0.7,0.2
Quintin Morris,TE,BUF,SF,-328,44.5,-7,25.75,2500,0.76,0.3,0,0,0.4,0.4,0.2
Javon Baker,WR,NE,IND,125,42.5,2.5,20,3000,0.62,0.2,0,0,0.4,0.4,0.1
Clyde Edwards-Helaire,RB,KC,LV,-746,42.5,-13,27.75,4000,0.89,0.2,0,0.6,0.3,0.9,0.2
KhaDarel Hodge,WR,ATL,LAC,104,47.5,1.5,23,3000,0.62,0.2,0,0,0.3,0.3,0.1
Ty Chandler,RB,MIN,ARI,-182,45,-3.5,24.25,4000,0.93,0.2,0,0.8,0.3,1.1,0.3
Scotty Miller,WR,PIT,CIN,131,47.5,3,22.25,3000,0.73,0.2,0,0.1,0.5,0.6,0.2
Jeremy McNichols,RB,WAS,TEN,-267,44.5,-6,25.25,5400,0.83,0.2,0,1.3,0.2,1.5,0.3
Jha'Quan Jackson,WR,TEN,WAS,216,44.5,6,19.25,3000,0.51,0.2,0,0,0.4,0.4,0.1
Jamari Thrash,WR,CLE,DEN,198,41.5,5.5,18,3000,0.47,0.2,0,0,0.3,0.3,0.1
DJ Chark,WR,LAC,ATL,-124,47.5,-1.5,24.5,3300,0.51,0.2,0,0,0.3,0.3,0.1
Charlie Jones,WR,CIN,PIT,-156,47.5,-3,25.25,3000,0.54,0.2,0,0,0.3,0.3,0.1
Keilan Robinson,RB,JAX,HOU,169,43.5,4.5,19.5,4000,0.75,0.2,0,0.4,0.2,0.6,0.2
K.J. Osborn,WR,NE,IND,125,42.5,2.5,20,3000,0.67,0.2,0,0,0.4,0.4,0.1
Tylan Wallace,WR,BAL,PHI,-157,51.5,-3,27.25,3100,0.48,0.2,0,0,0.3,0.3,0.1
DeeJay Dallas,RB,ARI,MIN,150,45,3.5,20.75,4000,0.72,0.2,0,0.6,0.4,1,0.3
Ronnie Bell,WR,SF,BUF,255,44.5,7,18.75,3000,0.69,0.2,0,0,0.4,0.4,0.1
Pierre Strong,RB,CLE,DEN,198,41.5,5.5,18,4000,0.97,0.2,0,0.8,0.4,1.2,0.3
Devin Culp,TE,TB,CAR,-261,46.5,-6,26.25,2500,0.36,0.1,0,0,0.2,0.2,0.1
Britain Covey,WR,PHI,BAL,130,51.5,3,24.25,3000,0.41,0.1,0,0,0.3,0.3,0.1
Patrick Ricard,RB,BAL,PHI,-157,51.5,-3,27.25,4000,0.55,0.1,0,0.1,0.3,0.4,0.1
Will Shipley,RB,PHI,BAL,130,51.5,3,24.25,4000,0.56,0.1,0,0.3,0.2,0.5,0.1
Ronnie Rivers,RB,LAR,NO,-152,49,-2.5,25.75,4000,0.21,0.1,0,0.1,0.1,0.2,0.1
Tanner McLachlan,TE,CIN,PIT,-156,47.5,-3,25.25,2500,0.17,0.1,0,0,0.1,0.1,0
Xavier Smith,WR,LAR,NO,-152,49,-2.5,25.75,3000,0.27,0.1,0,0,0.2,0.2,0.1
D'Onta Foreman,RB,CLE,DEN,198,41.5,5.5,18,4000,0.35,0.1,0,0.2,0.2,0.4,0.1
Dallin Holker,TE,NO,LAR,127,49,2.5,23.25,2500,0.17,0.1,0,0,0.1,0.1,0
Eric Saubert,TE,SF,BUF,255,44.5,7,18.75,2500,0.24,0.1,0,0,0.2,0.2,0.1
Devontez Walker,WR,BAL,PHI,-157,51.5,-3,27.25,3000,0.36,0.1,0,0,0.2,0.2,0.1
Casey Washington,WR,ATL,LAC,104,47.5,1.5,23,3000,0.35,0.1,0,0,0.2,0.2,0.1
Rasheen Ali,RB,BAL,PHI,-157,51.5,-3,27.25,4000,0.2,0.1,0,0.1,0.1,0.2,0.1
Isaiah Davis,RB,NYJ,SEA,100,42.5,2,20.25,4000,0.47,0.1,0,0.3,0.2,0.5,0.1
Julius Chestnut,RB,TEN,WAS,216,44.5,6,19.25,4000,0.24,0.1,0,0.3,0.1,0.4,0.1
Anthony Gould,WR,IND,NE,-149,42.5,-2.5,22.5,3000,0.16,0.1,0,0,0.1,0.1,0
Kenny McIntosh,RB,SEA,NYJ,-126,42.5,-2,22.25,4000,0.3,0.1,0,0.2,0.2,0.4,0.1
Tip Reiman,TE,ARI,MIN,150,45,3.5,20.75,2500,0.32,0.1,0,0,0.2,0.2,0.1
Josiah Deguara,TE,JAX,HOU,169,43.5,4.5,19.5,2500,0.28,0.1,0,0,0.2,0.2,0.1
Jase McClellan,RB,ATL,LAC,104,47.5,1.5,23,4000,0.31,0.1,0,0.2,0.1,0.3,0.1
Dylan Laube,RB,LV,KC,523,42.5,13,14.75,4000,0.51,0.1,0,0.3,0.3,0.6,0.2
JaQuae Jackson,WR,NE,IND,125,42.5,2.5,20,3000,0,0,0,0,0,0,0
Joshua Dobbs,QB,SF,BUF,255,44.5,7,18.75,5200,0,0,0,0,0,0,0
Brenden Rice,WR,LAC,ATL,-124,47.5,-1.5,24.5,3000,0,0,0,0,0,0,0
Tyrod Taylor,QB,NYJ,SEA,100,42.5,2,20.25,4800,0,0,0,0,0,0,0
Elijah Mitchell,RB,SF,BUF,255,44.5,7,18.75,4000,0,0,0,0,0,0,0
Brandon Aiyuk,WR,SF,BUF,255,44.5,7,18.75,3000,0,0,0,0,0,0,0
Brandon Allen,QB,SF,BUF,255,44.5,7,18.75,5200,0,0,0,0,0,0,0
Joe Milton,QB,NE,IND,125,42.5,2.5,20,4000,0,0,0,0,0,0,0
Jeff Foreman,WR,LV,KC,523,42.5,13,14.75,3000,0,0,0,0,0,0,0
Jake Tonges,TE,SF,BUF,255,44.5,7,18.75,2500,0,0,0,0,0,0,0
Ramel Keyton,WR,LV,KC,523,42.5,13,14.75,3000,0,0,0,0,0,0,0
Mac Jones,QB,JAX,HOU,169,43.5,4.5,19.5,4900,0,0,0,0,0,0,0
Brayden Willis,TE,SF,BUF,255,44.5,7,18.75,2500,0,0,0,0,0,0,0
Hollywood Brown,WR,KC,LV,-746,42.5,-13,27.75,3000,0,0,0,0,0,0,0
Evan Deckers,TE,TB,CAR,-261,46.5,-6,26.25,2500,0,0,0,0,0,0,0
Allen Lazard,WR,NYJ,SEA,100,42.5,2,20.25,4600,0,0,0,0,0,0,0
Malik Taylor,WR,NYJ,SEA,100,42.5,2,20.25,3000,0,0,0,0,0,0,0
